-0.000561305,1.46E-05,0.0149956,5,1.22E+08,,5.00E-03,,4.30E-03,5.88E-05,8.80E-04
-0.000539821,1.49E-05,0.015,5,1.27E+08,,3.00E-03,,1.35E-03,5.84E-05,-1.47E-03
-0.000535777,1.51E-05,0.0149956,5,1.30E+08,,1.00E-02,,-3.12E-03,-3.47E-05,-4.00E-05
-0.000567018,1.47E-05,0.0149952,5,1.40E+08,,1.30E-02,,7.35E-03,4.83E-05,3.69E-04
-0.000471524,1.54E-05,0.015,5,1.53E+08,,2.00E-03,,-9.49E-03,-1.38E-05,0.00E+00
-0.000490513,1.53E-05,0.015,5,1.55E+08,,1.60E-02,,-1.78E-02,-6.15E-05,-6.25E-06
-0.000775006,1.43E-05,0.0149999,5,1.71E+08,,2.00E-03,,1.63E-02,1.72E-04,1.00E-04
-0.000742392,1.47E-05,0.0150001,5,1.73E+08,,1.00E-03,,4.20E-02,1.53E-04,-8.00E-04
-0.000700352,1.48E-05,0.0149993,5,1.74E+08,,8.00E-03,,2.61E-02,4.14E-04,1.25E-04
-0.00049149,1.82E-05,0.0150003,5,1.82E+08,,1.00E-02,,4.14E-02,7.85E-04,9.40E-04
-7.78E-05,2.60E-05,0.0150097,5,1.92E+08,,1.00E-03,,5.32E-02,1.10E-03,2.30E-03
-2.45E-05,2.71E-05,0.015012,5,1.93E+08,,1.90E-02,,3.52E-02,1.39E-03,4.77E-03
0.000644556,5.35E-05,0.0151027,5,2.12E+08,,1.00E-03,,-3.86E-03,1.23E-03,6.40E-03
0.000640695,5.48E-05,0.0151091,5,2.13E+08,,1.30E-02,,-1.12E-02,9.58E-04,7.30E-03
0.000495721,6.72E-05,0.015204,5,2.26E+08,,1.00E-03,,-1.03E-02,8.03E-04,8.20E-03
0.000485458,6.80E-05,0.0152122,5,2.27E+08,,1.00E-03,,-1.62E-03,7.94E-04,8.40E-03
0.000483834,6.88E-05,0.0152206,5,2.28E+08,,1.00E-03,,-3.02E-03,7.85E-04,8.60E-03
0.000480817,6.96E-05,0.0152292,5,2.29E+08,,9.00E-03,,2.08E-03,7.57E-04,9.29E-03
0.000499504,7.64E-05,0.0153128,5,2.38E+08,,1.00E-02,,9.92E-03,7.22E-04,1.07E-02
0.000598671,8.37E-05,0.01542,5,2.48E+08,,1.00E-03,,-4.04E-03,6.95E-04,1.15E-02
0.000594629,8.43E-05,0.0154315,5,2.49E+08,,1.40E-02,,9.91E-04,6.78E-04,1.27E-02
0.000608503,9.38E-05,0.0156089,5,2.63E+08,,9.00E-03,,8.39E-03,6.79E-04,1.44E-02
0.000684045,1.00E-04,0.0157384,5,2.72E+08,,1.00E-03,,1.71E-03,6.74E-04,1.52E-02
0.000685754,0.00010063,0.0157536,5,2.73E+08,,7.00E-03,,1.96E-02,6.67E-04,1.57E-02
0.000822651,0.000105301,0.0158635,5,2.80E+08,,1.00E-03,,3.93E-02,6.30E-04,1.63E-02
0.000861919,0.000105931,0.0158798,5,2.81E+08,,1.00E-02,,3.18E-02,5.27E-04,1.70E-02
0.00118034,0.000111199,0.0160502,5,2.91E+08,,1.00E-03,,6.38E-02,3.82E-04,1.78E-02
0.00124417,0.000111581,0.016068,5,2.92E+08,,1.70E-02,,8.30E-03,1.43E-04,1.91E-02
0.0013853,0.000114007,0.0163929,5,3.09E+08,,2.00E-03,,2.48E-02,2.50E-05,2.06E-02
0.00143494,0.000114057,0.016434,5,3.11E+08,,1.00E-03,,2.40E-02,1.30E-05,2.08E-02
0.00145897,0.00011407,0.0164548,5,3.12E+08,,1.90E-02,,1.66E-02,-1.04E-04,2.23E-02
0.00177462,0.000112098,0.0168776,5,3.31E+08,,1.00E-03,,-8.93E-03,-1.14E-04,2.38E-02
0.00176569,0.000111984,0.0169014,5,3.32E+08,,1.80E-02,,1.45E-03,1.02E-04,2.51E-02
0.00179181,0.000113811,0.0173539,5,3.50E+08,,1.00E-03,,-1.72E-02,3.59E-04,2.64E-02
0.00177463,0.00011417,0.0173803,5,3.51E+08,,1.80E-02,,-9.47E-03,8.53E-04,2.79E-02
0.00160419,0.000129527,0.0178831,5,3.69E+08,,1.00E-03,,4.93E-02,1.32E-03,2.92E-02
0.00165344,0.000130843,0.0179123,5,3.70E+08,,1.90E-02,,3.58E-02,1.38E-03,3.04E-02
0.00233351,0.000157122,0.0184898,5,3.89E+08,,1.00E-03,,7.70E-03,1.33E-03,3.16E-02
0.00234121,0.000158454,0.0185214,5,3.90E+08,,1.80E-02,,-1.36E-02,1.44E-03,3.31E-02
0.00209701,0.000184294,0.0191169,5,4.08E+08,,1.00E-03,,-2.09E-02,1.71E-03,3.46E-02
0.00207615,0.000185999,0.0191515,5,4.09E+08,,1.00E-02,,-2.18E-02,1.95E-03,3.55E-02
0.0018578,0.000205489,0.019506,5,4.19E+08,,8.00E-03,,-4.55E-02,2.45E-03,3.69E-02
0.00149369,0.000225058,0.0198015,5,4.27E+08,,1.00E-03,,-7.04E-02,2.76E-03,3.77E-02
0.00142332,0.000227822,0.0198392,5,4.28E+08,,8.00E-03,,-5.05E-02,3.15E-03,3.86E-02
0.00101929,0.00025306,0.0201478,5,4.36E+08,,1.00E-02,,-2.70E-03,3.81E-03,4.01E-02
0.000992292,0.000291159,0.020549,5,4.46E+08,,1.00E-03,,7.42E-03,4.05E-03,4.09E-02
